long_title,short_title
American Historical Review,Am Hist Rev
American History,Am Hist
American History Illustrated,Am Hist Illus
American Horticulturist,Am Hortic
American Imago,Am Imago
American Indian and Alaska Native Mental Health Research,Am Indian Alaska Nat
American Indian Culture and Research Journal,Am Indian Cult Res J
American Industrial Hygiene Association Journal,Am Ind Hyg Assoc J
American Jewish Archives,Am Jewish Arch
American Jewish History,Am Jewish Hist
American Journal of Acupuncture,Am J Acupuncture
American Journal of Agricultural Economics,Am J Agr Econ
American Journal of Alternative Agriculture,Am J Alternative Agr
American Journal of Anatomy,Am J Anat
American Journal of Archaeology,Am J Archaeol
American Journal of Art Therapy,Am J Art Ther
American Journal of Botany,Am J Bot
American Journal of Cardiology,Am J Cardiol
American Journal of Chinese Medicine,Am J Chinese Med
American Journal of Clinical Hypnosis,Am J Clin Hypn
American Journal of Clinical Nutrition,Am J Clin Nutr
American Journal of Clinical Oncology-Cancer Clinical Trials,Am J Clin Oncol-Canc
American Journal of Clinical Pathology,Am J Clin Pathol
American Journal of Community Psychology,Am J Commun Psychol
American Journal of Comparative Law,Am J Comp Law
American Journal of Dance Therapy,Am J Dance Ther
American Journal of Dentistry,Am J Dent
American Journal of Dermatopathology,Am J Dermatopath
American Journal of Diseases of Children,Am J Dis Child
American Journal of Drug and Alcohol Abuse,Am J Drug Alcohol Ab
American Journal of Economics and Sociology,Am J Econ Sociol
American Journal of Education,Am J Educ
American Journal of Eeg Technology,Am J Eeg Technol
American Journal of Electroneurodiagnostic Technology,Am J Electroneurod T
American Journal of Emergency Medicine,Am J Emerg Med
American Journal of Enology and Viticulture,Am J Enol Viticult
American Journal of Epidemiology,Am J Epidemiol
American Journal of Evaluation,Am J Eval
American Journal of Family Therapy,Am J Fam Ther
American Journal of Forensic Medicine and Pathology,Am J Foren Med Path
American Journal of Gastroenterology,Am J Gastroenterol
American Journal of Geriatric Psychiatry,Am J Geriat Psychiat
American Journal of Health Behavior,Am J Health Behav
American Journal of Health Promotion,Am J Health Promot
American Journal of Health-System Pharmacy,Am J Health-Syst Ph
American Journal of Hematology,Am J Hematol
American Journal of Hospital Pharmacy,Am J Hosp Pharm
American Journal of Human Biology,Am J Hum Biol
American Journal of Human Genetics,Am J Hum Genet
American Journal of Hypertension,Am J Hypertens
American Journal of Industrial Medicine,Am J Ind Med
American Journal of Infection Control,Am J Infect Control
American Journal of International Law,Am J Int Law
American Journal of Kidney Diseases,Am J Kidney Dis
American Journal of Law & Medicine,Am J Law Med
American Journal of Legal History,Am J Legal Hist
American Journal of Managed Care,Am J Manag C
American Journal of Mathematics,Am J Math
American Journal of Medical Genetics,Am J Med Genet
American Journal of Medical Quality,Am J Med Qual
American Journal of Medical Technology,Am J Med Technol
American Journal of Medicine,Am J Med
American Journal of Mental Deficiency,Am J Ment Def
American Journal of Nephrology,Am J Nephrol
American Journal of Neuroradiology,Am J Neuroradiol
American Journal of Noninvasive Cardiology,Am J Noninvas Card
American Journal of Nursing,Am J Nurs
American Journal of Obstetrics and Gynecology,Am J Obstet Gynecol
American Journal of Occupational Therapy,Am J Occup Ther
American Journal of Ophthalmology,Am J Ophthalmol
American Journal of Optometry and Physiological Optics,Am J Optom Phys Opt
American Journal of Orthodontics and Dentofacial Orthopedics,Am J Orthod Dentofac
American Journal of Orthopsychiatry,Am J Orthopsychiat
American Journal of Otolaryngology,Am J Otolaryng
American Journal of Otology,Am J Otol
American Journal of Pathology,Am J Pathol
American Journal of Pediatric Hematology Oncology,Am J Pediat Hematol
American Journal of Perinatology,Am J Perinat
American Journal of Pharmaceutical Education,Am J Pharm Educ
American Journal of Philology,Am J Philology
American Journal of Physical Anthropology,Am J Phys Anthropol
American Journal of Physical Medicine & Rehabilitation,Am J Phys Med Rehab
American Journal of Physics,Am J Phys
American Journal of Physiology,Am J Physiol
American Journal of Physiology-Cell Physiology,Am J Physiol-Cell Ph
American Journal of Physiology-Endocrinology and Metabolism,Am J Physiol-Endoc M
American Journal of Physiology-Gastrointestinal and Liver Physiology,Am J Physiol-Gastr L
American Journal of Physiology-Heart and Circulatory Physiology,Am J Physiol-Heart C
American Journal of Physiology-Lung Cellular and Molecular Physiology,Am J Physiol-Lung C
American Journal of Physiology-Regulatory Integrative and Comparative Physiology,Am J Physiol-Reg I
American Journal of Physiology-Renal Fluid and Electrolyte Physiology,Am J Physiol-Renal
American Journal of Physiology-Renal Physiology,Am J Physiol-Renal
American Journal of Political Science,Am J Polit Sci
American Journal of Potato Research,Am J Potato Res
American Journal of Preventive Medicine,Am J Prev Med
American Journal of Primatology,Am J Primatol
American Journal of Proctology Gastroenterology & Colon & Rectal Surgery,Am J Proctol Gastro
American Journal of Psychiatry,Am J Psychiat
American Journal of Psychology,Am J Psychol
American Journal of Psychotherapy,Am J Psychother
American Journal of Public Health,Am J Public Health
American Journal of Reproductive Immunology,Am J Reprod Immunol
American Journal of Reproductive Immunology and Microbiology,Am J Reprod Im Mic
American Journal of Respiratory and Critical Care Medicine,Am J Resp Crit Care
American Journal of Respiratory Cell and Molecular Biology,Am J Resp Cell Mol
American Journal of Rhinology,Am J Rhinol
American Journal of Roentgenology,Am J Roentgenol
American Journal of Science,Am J Sci
American Journal of Semiotics,Am J Semiotics
American Journal of Sociology,Am J Sociol
American Journal of Speech-Language Pathology,Am J Speech-Lang Pat
American Journal of Sports Medicine,Am J Sport Med
American Journal of Surgery,Am J Surg
American Journal of Surgical Pathology,Am J Surg Pathol
American Journal of the Medical Sciences,Am J Med Sci
American Journal of Tropical Medicine and Hygiene,Am J Trop Med Hyg
American Journal of Veterinary Research,Am J Vet Res
American Journal on Addictions,Am J Addiction
American Journal on Mental Retardation,Am J Ment Retard
American Laboratory,Am Lab
American Literary History,Am Lit Hist
American Literary Realism 1870-1910,Am Lit Realism
American Literature,Am Lit
American Machinist,Am Mach
American Malacological Bulletin,Am Malacol Bull
American Mathematical Monthly,Am Math Mon
American Metric Journal,Am Metric J
American Midland Naturalist,Am Midl Nat
American Mineralogist,Am Mineral
American Mining Congress Journal,Am Min Congr J
American Music,Am Music
American Naturalist,Am Nat
American Neptune,Am Neptune
American Pharmacy,Am Pharm
American Philosophical Quarterly,Am Philos Quart
American Poetry Review,Am Poetry Rev
American Political Science Review,Am Polit Sci Rev
American Politics Quarterly,Am Polit Quart
American Potato Journal,Am Potato J
American Presbyterians-Journal of Presbyterian History,Am Presbyterian
American Programmer,Am Program
American Psychologist,Am Psychol
American Quarterly,Am Quart
American Review of Public Administration,Am Rev Public Adm
American Review of Respiratory Disease,Am Rev Respir Dis
American Scholar,Am Scholar
American Scientist,Am Sci
American Sociological Review,Am Sociol Rev
American Speech,Am Speech
American Statistician,Am Stat
American Studies in Scandinavia,Am Stud Scand
American Studies International,Am Stud Int
American Surgeon,Am Surgeon
American Transcendental Quarterly,Am Transcend Quart
American Zoologist,Am Zool
Americas Americas,Americas Americas
Amino Acids,Amino Acids
Amphibia-Reptilia Amphibia-Reptilia,Amphibia-Reptilia Amphibia-Reptilia
Amyloid-International Journal of Experimental and Clinical Investigation,Amyloid Amyloid
Anaerobe Anaerobe,Anaerobe Anaerobe
Anaesthesia Anaesthesia,Anaesthesia Anaesthesia
Anaesthesia and Intensive Care,Anaesth Intens Care
Anaesthesist Anaesthesist,Anaesthesist Anaesthesist
Anais Da Academia Brasileira De Ciencias,An Acad Bras Cienc
Anales De La Asociacion Quimica Argentina,An Asoc Quim Argent
Anales De La Literatura Espanola Contemporanea,An Lit Espan Contemp
Anales De Quimica,An Quim
Anales De Quimica Serie A-Quimica Fisica Y Quimica Tecnica,An Quim A-Fis Tec
Anales De Quimica Serie B-Quimica Inorganica Y Quimica Analytica,An Quim B-Inorg Anal
Anales De Quimica Serie C-Quimica Organica Y Bioquimica,An Quim C-Org Bioq
Anales De Quimica-International Edition,An Quim-Int
Analog Integrated Circuits and Signal Processing,Analog Integr Circ S
Analusis Analusis,Analusis Analusis
Analysis Analysis,Analysis Analysis
Analyst Analyst,Analyst Analyst
Analytica Chimica Acta,Anal Chim Acta
Analytical and Quantitative Cardiology,Adv Exp Med Biol
Analytical and Quantitative Cytology and Histology,Anal Quant Cytol
Analytical Biochemistry,Anal Biochem
Analytical Cellular Pathology,Anal Cell Pathol
Analytical Chemistry,Anal Chem
Analytical Communications,Anal Commun
Analytical Instrumentation,Anal Instrum
Analytical Letters,Anal Lett
Analytical Letters Part A-Chemical Analysis,Anal Lett Pt A
Analytical Letters Part B-Clinical and Biochemical Analysis,Anal Lett Pt B
Analytical Methods and Instrumentation,Anal Method Instrum
Analytical Proceedings,Anal Proc
Analytical Sciences,Anal Sci
Analytische Psychologie,Anal Psychol
Anasthesie Intensivtherapie Notfallmedizin,Anasth Intensiv Notf
Anasthesiologie & Intensivmedizin,Anasth Intensivmed
Anasthesiologie Intensivmedizin Notfallmedizin Schmerztherapie,Anasth Intensiv Notf
Anasthesiologie Und Intensivmedizin,Anasth Intensivmed
Anatomia Clinica,Anat Clin
Anatomia Histologia Embryologia-Journal of Veterinary Medicine Series C,Anat Histol Embryol
Anatomia Histologia Embryologia-Journal of Veterinary Medicine Series C-Zentralblatt Fur Veterinarmedizin Reihe C,Anat Histol Embryol
Anatomical Record,Anat Rec
Anatomischer Anzeiger,Anat Anzeiger
Anatomy and Embryology,Anat Embryol
Andrew Seybolds Outlook on Professional Computing,Andrew Seybold out P
Andrologia Andrologia,Andrologia Andrologia
Anesthesia and Analgesia,Anesth Analg
Anesthesiology Anesthesiology,Anesthesiology Anesthesiology
Anesthesiology Clinics of North America,Anesthesiol Clin N A
Angewandte Botanik,Angew Bot
Angewandte Chemie-International Edition,Angew Chem Int Edit
Angewandte Chemie-International Edition in English,Angew Chem Int Edit
Angewandte Informatik,Angew Inform
Angewandte Makromolekulare Chemie,Angew Makromol Chem
Angiology Angiology,Angiology Angiology
Angle Orthodontist,Angle Orthod
Anglia-Zeitschrift Fur Englische Philologie,Anglia-Z Engl Philol
Animal Behaviour,Anim Behav
Animal Biotechnology,Anim Biotechnol
Animal Blood Groups and Biochemical Genetics,Anim Blood Groups Bi
Animal Feed Science and Technology,Anim Feed Sci Tech
Animal Genetics,Anim Genet
Animal Learning & Behavior,Anim Learn Behav
Animal Production,Anim Prod
Animal Regulation Studies,Anim Regulat Stud
Animal Reproduction Science,Anim Reprod Sci
Animal Science,Anim Sci
Animal Welfare,Anim Welfare
Annalen Der Physik,Ann Phys-Berlin
Annales Academiae Scientiarum Fennicae Series A1-Mathematica,Ann Acad Sci Fenn A1
Annales Academiae Scientiarum Fennicae-Mathematica,Ann Acad Sci Fenn-M
Annales Agriculturae Fenniae,Ann Agr Fenn
Annales Botanici Fennici,Ann Bot Fenn
Annales Chirurgiae Et Gynaecologiae,Ann Chir Gynaecol Fe
Annales D Endocrinologie,Ann Endocrinol-Paris
Annales D Immunologie,Ann Inst Pasteur Imm
Annales D Urologie,Ann Urol
Annales De Biologie Clinique,Ann Biol Clin-Paris
Annales De Bretagne Et Des Pays De L Ouest,Ann Bretagne Pays
Annales De Cardiologie Et D Angeiologie,Ann Cardiol Angeiol
Annales De Chimie-Science Des Materiaux,Ann Chim-Sci Mat
Annales De Chirurgie,Ann Chir
Annales De Chirurgie Plastique,Ann Chir Plast Esth
Annales De Chirurgie Plastique Et Esthetique,Ann Chir Plast Esth
Annales De Dermatologie Et De Venereologie,Ann Dermatol Vener
Annales De Gastroenterologie Et D Hepatologie,Ann Gastroent Hepato
Annales De Genetique,Ann Genet-Paris
Annales De Genetique Et De Selection Animale,Ann Genet Sel Anim
Annales De Geophysique,Ann Geophys
Annales De L Anesthesiologie Francaise,Ann Anesthesiol Fr
Annales De L Institut Fourier,Ann I Fourier
Annales De L Institut Henri Poincare Section B-Calcul Des Probabilites Et Statistique,Ann I H Poincare B
Annales De L Institut Henri Poincare-Analyse Non Lineaire,Ann I H Poincare-An
Annales De L Institut Henri Poincare-Physique Theorique,Ann I H Poincare-Phy
Annales De L Institut Henri Poincare-Probabilites Et Statistiques,Ann I H Poincare-Pr
Annales De L Institut Oceanographique,Ann I Oceanogr Paris
Annales De L Institut Pasteur-Immunology,Ann Inst Pasteur Imm
Annales De L Institut Pasteur-Microbiologie,Ann Inst Pasteur Mic
Annales De L Institut Pasteur-Virology,Ann Inst Pasteur Vir
Annales De La Societe Belge De Medecine Tropicale,Ann Soc Belg Med Tr
Annales De La Societe Entomologique De France,Ann Soc Entomol Fr
Annales De La Societe Royale Zoologique De Belgique,Ann Soc Roy Zool Bel
Annales De La Societe Scientifique De Bruxelles Series 1-Sciences Mathematiques Astronomiques Et Physiques,Ann Soc Sci Brux
Annales De Limnologie-International Journal of Limnology,Ann Limnol-Int J Lim
Annales De Medecine Interne,Ann Med Interne
Annales De Medecine Veterinaire,Ann Med Vet
Annales De Microbiologie,Ann Inst Pasteur Mic
Annales De Parasitologie Humaine Et Comparee,Ann Parasit Hum Comp
Annales De Pathologie,Ann Pathol
Annales De Pediatrie,Ann Pediatr-Paris
Annales De Physique,Ann Phys-Paris
Annales De Radiologie,Ann Radiol
Annales De Recherches Veterinaires,Ann Rech Vet
Annales De Virologie,Ann Inst Pasteur Vir
Annales De Zootechnie,Ann Zootech
Annales Des Mines,Ann Mines
Annales Des Sciences Forestieres,Ann Sci Forest
Annales Des Sciences Naturelles-Botanique Et Biologie Vegetale,Ann Sci Nat Bot Biol
Annales Des Sciences Naturelles-Zoologie Et Biologie Animale,Ann Sci Nat Zool
Annales Des Telecommunications-Annals of Telecommunications,Ann Telecommun
Annales Entomologici Fennici,Ann Entomol Fenn
Annales Francaises D Anesthesie Et De Reanimation,Ann Fr Anesth
Annales Geophysicae,Ann Geophys
Annales Geophysicae Series A-Upper Atmosphere and Space Sciences,Ann Geophys A-Upper
Annales Geophysicae Series B-Terrestrial and Planetary Physics,Ann Geophys B-Terr P
Annales Geophysicae-Atmospheres Hydrospheres and Space Sciences,Ann Geophys
Annales Henri Poincare,Ann Henri Poincare
Annales Historiques De La Revolution Francaise,Ann Hist Revol Fr
Annales Medico-Psychologiques,Ann Med-Psychol
Annales Pharmaceutiques Francaises,Ann Pharm Fr
Annales Scientifiques De L Ecole Normale Superieure,Ann Sci Ecole Norm S
Annales Zoologici Fennici,Ann Zool Fenn
Annales-Economies Societes Civilisations,Ann Econ Soc Civil
Annales-Histoire Sciences Sociales,Ann Hist Sci Soc
Annali Di Chimica,Ann Chim-Rome
Annali Di Geofisica,Ann Geofis
Annali Di Matematica Pura Ed Applicata,Ann Mat Pur Appl
Annali Di Microbiologia Ed Enzimologia,Ann Microbiol Enzim
Annals of Allergy,Ann Allergy
Annals of Allergy Asthma & Immunology,Ann Allerg Asthma Im
Annals of Anatomy-Anatomischer Anzeiger,Ann Anat
Annals of Applied Biology,Ann Appl Biol
Annals of Applied Nematology,Ann Appl Nematol
Annals of Applied Probability,Ann Appl Probab
Annals of Arid Zone,Ann Arid Zone
Annals of Behavioral Medicine,Ann Behav Med
Annals of Biomedical Engineering,Ann Biomed Eng
Annals of Botany,Ann Bot-London
Annals of Carnegie Museum,Ann Carnegie Mus
Annals of Clinical and Laboratory Science,Ann Clin Lab Sci
Annals of Clinical Biochemistry,Ann Clin Biochem
Annals of Clinical Research,Ann Clin Res
Annals of Dyslexia,Ann Dyslexia
Annals of Emergency Medicine,Ann Emerg Med
Annals of Epidemiology,Ann Epidemiol
Annals of Forest Science,Ann for Sci
Annals of Glaciology,Ann Glaciol
"Annals of Glaciology, Vol 27, 1998",Ann Glaciol
"Annals of Glaciology, Vol 29, 1999",Ann Glaciol
Annals of Global Analysis and Geometry,Ann Glob Anal Geom
Annals of Hematology,Ann Hematol
Annals of Human Biology,Ann Hum Biol
Annals of Human Genetics,Ann Hum Genet
Annals of Internal Medicine,Ann Intern Med
Annals of Mathematical Logic,Ann Math Logic
Annals of Mathematics,Ann Math
Annals of Mathematics and Artificial Intelligence,Ann Math Artif Intel
Annals of Mathematics Studies,Ann Math Stud
Annals of Medicine,Ann Med
Annals of Neurology,Ann Neurol
Annals of Nuclear Energy,Ann Nucl Energy
Annals of Nuclear Medicine,Ann Nucl Med
Annals of Nutrition and Metabolism,Ann Nutr Metab
Annals of Occupational Hygiene,Ann Occup Hyg
Annals of Oncology,Ann Oncol
Annals of Operations Research,Ann Oper Res
Annals of Ophthalmology,Ann Ophthalmol
Annals of Ophthalmology & Glaucoma,Ann Ophthalmol Glauc
Annals of Ophthalmology-Glaucoma,Ann Ophthalmol-Glauc
