long_title,short_title
Przegla&#x0031c;d Menopauzalny = Menopause Review,Prz Menopauzalny
The Psychiatric Bulletin,Psychiatr Bull (2014)
Psychiatry (Edgmont),Psychiatry (Edgmont)
Psychiatry Investigation,Psychiatry Investig
Psychiatry Journal,Psychiatry J
Psychology Research and Behavior Management,Psychol Res Behav Manag
Psychopathology,Psychopathology
GMS Psycho-Social-Medicine,Psychosoc Med
Psychotherapy and Psychosomatics,Psychother Psychosom
Public Health Action,Public Health Action
Public Health Ethics,Public Health Ethics
Public Health Genomics,Public Health Genomics
Public Health Papers and Reports,Public Health Pap Rep
Public Health Reports,Public Health Rep
Public Health Reports,Public Health Rep
Public Opinion Quarterly,Public Opin Q
Pulmonary Circulation,Pulm Circ
Pulmonary Medicine,Pulm Med
Pulse,Pulse (Basel)
Purinergic Signalling,Purinergic Signal
Quarterly Bulletin of the Northwestern University Medical School,Q Bull Northwest Univ Med Sch
Qatar Medical Journal,Qatar Med J
QJM: An International Journal of Medicine,QJM
Quality in Health Care : QHC,Qual Health Care
Quality &#x0026; Safety in Health Care,Qual Saf Health Care
Quantitative Imaging in Medicine and Surgery,Quant Imaging Med Surg
Royal Society Open Science,R Soc Open Sci
"Radiation Oncology (London, England)",Radiat Oncol
Radiation Oncology Journal,Radiat Oncol J
Radiation Protection Dosimetry,Radiat Prot Dosimetry
Radiographics,Radiographics
Radiologia Brasileira,Radiol Bras
Radiology Case Reports,Radiol Case Rep
Radiology and Oncology,Radiol Oncol
Radiology Research and Practice,Radiol Res Pract
Radiology,Radiology
Rambam Maimonides Medical Journal,Rambam Maimonides Med J
Rare Diseases,Rare Dis
Rare Tumors,Rare Tumors
Redox Biology,Redox Biol
Regenerative Medicine Research,Regen Med Res
Rehabilitation Research and Practice,Rehabil Res Pract
Rejuvenation Research,Rejuvenation Res
Reports of Practical Oncology and Radiotherapy,Rep Pract Oncol Radiother
Reproductive Biology and Endocrinology : RB&#x0026;E,Reprod Biol Endocrinol
Reproductive Health,Reprod Health
Reproductive Sciences,Reprod Sci
Research in Cardiovascular Medicine,Res Cardiovasc Med
Research Letters in Biochemistry,Res Lett Biochem
Research Newsletter,Res Newsl
Research in Pharmaceutical Sciences,Res Pharm Sci
Research and Reports in Urology,Res Rep Urol
Respiratory Medicine Case Reports,Respir Med Case Rep
Respiratory Research,Respir Res
Respiration,Respiration
Respirology Case Reports,Respirol Case Rep
Restorative Dentistry &#x0026; Endodontics,Restor Dent Endod
Results in Immunology,Results Immunol
Results in Pharma Sciences,Results Pharma Sci
Retrovirology,Retrovirology
Revista Brasileira de Cirurgia Cardiovascular : &#x000f3;rg&#x000e3;o oficial da Sociedade Brasileira de Cirurgia Cardiovascular,Rev Bras Cir Cardiovasc
Revista Brasileira de Hematologia e Hemoterapia,Rev Bras Hematol Hemoter
Revista Brasileira de Ortopedia,Rev Bras Ortop
Revista Brasileira de Terapia Intensiva,Rev Bras Ter Intensiva
The Review of Diabetic Studies : RDS,Rev Diabet Stud
Revista do Instituto de Medicina Tropical de S&#x000e3;o Paulo,Rev Inst Med Trop Sao Paulo
Revista Latino-Americana de Enfermagem,Rev Lat Am Enfermagem
Reviews in Obstetrics and Gynecology,Rev Obstet Gynecol
Reviews in Pain,Rev Pain
Revista Paulista de Pediatria,Rev Paul Pediatr
Revista de Sa&#x000fa;de P&#x000fa;blica,Rev Saude Publica
The Review of Scientific Instruments,Rev Sci Instrum
Reviews in Urology,Rev Urol
"Rheumatology (Oxford, England)",Rheumatology (Oxford)
Rice,Rice (N Y)
Risk Management and Healthcare Policy,Risk Manag Healthc Policy
RMD Open,RMD Open
RNA,RNA
RNA Biology,RNA Biol
Safety and Health at Work,Saf Health Work
Saline Systems,Saline Systems
Sarcoma,Sarcoma
SAS Journal,SAS J
The Saudi Dental Journal,Saudi Dent J
Saudi Journal of Anaesthesia,Saudi J Anaesth
Saudi Journal of Biological Sciences,Saudi J Biol Sci
Saudi Journal of Gastroenterology : Official Journal of the Saudi Gastroenterology Association,Saudi J Gastroenterol
Saudi Journal of Ophthalmology,Saudi J Ophthalmol
Saudi Medical Journal,Saudi Med J
Saudi Pharmaceutical Journal : SPJ,Saudi Pharm J
Scandinavian Journal of Food &#x0026; Nutrition,Scand J Food Nutr
Scandinavian Journal of Primary Health Care,Scand J Prim Health Care
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",Scand J Trauma Resusc Emerg Med
Schizophrenia Bulletin,Schizophr Bull
Schizophrenia Research and Treatment,Schizophr Res Treatment
Science Advances,Sci Adv
Scientific Data,Sci Data
Scientia Pharmaceutica,Sci Pharm
Science &#x0026; Practice Perspectives,Sci Pract Perspect
Scientific Reports,Sci Rep
Scientifica,Scientifica (Cairo)
The Scientific World Journal,ScientificWorldJournal
Scoliosis,Scoliosis
Self Nonself,Self Nonself
Seminars in Interventional Radiology,Semin Intervent Radiol
Seminars in Plastic Surgery,Semin Plast Surg
"Sensors (Basel, Switzerland)",Sensors (Basel)
Sexual Development,Sex Dev
Sexual Medicine,Sex Med
Sexually Transmitted Infections,Sex Transm Infect
Shanghai Archives of Psychiatry,Shanghai Arch Psychiatry
Silence,Silence
Singapore Medical Journal,Singapore Med J
Skeletal Muscle,Skelet Muscle
Skin Pharmacology and Physiology,Skin Pharmacol Physiol
Skull Base,Skull Base
Skull Base Reports,Skull Base Rep
Skull Base Surgery,Skull Base Surg
Sleep,Sleep
Sleep Disorders,Sleep Disord
Sleep Science,Sleep Sci
Small GTPases,Small GTPases
Social Cognitive and Affective Neuroscience,Soc Cogn Affect Neurosci
Social History of Medicine,Soc Hist Med
Social Work Research,Soc Work Res
Socioaffective Neuroscience &#x0026; Psychology,Socioaffect Neurosci Psychol
Source Code for Biology and Medicine,Source Code Biol Med
South Asian Journal of Cancer,South Asian J Cancer
Southern Med Review,South Med Rev
Spermatogenesis,Spermatogenesis
Sports Health,Sports Health
"Sports Medicine, Arthroscopy, Rehabilitation, Therapy &#x0026; Technology: SMARTT",Sports Med Arthrosc Rehabil Ther Technol
SpringerPlus,Springerplus
Standards in Genomic Sciences,Stand Genomic Sci
Statistical Applications in Genetics and Molecular Biology,Stat Appl Genet Mol Biol
Stem Cell Reports,Stem Cell Reports
Stem Cell Research &#x0026; Therapy,Stem Cell Res Ther
Stem Cells and Cloning : Advances and Applications,Stem Cells Cloning
Stem Cells and Development,Stem Cells Dev
Stem Cells International,Stem Cells Int
Stem Cells Translational Medicine,Stem Cells Transl Med
Stereotactic and Functional Neurosurgery,Stereotact Funct Neurosurg
Strategies in Trauma and Limb Reconstruction,Strategies Trauma Limb Reconstr
Stroke Research and Treatment,Stroke Res Treat
Studies in Mycology,Stud Mycol
Substance Abuse: Research and Treatment,Subst Abuse
Substance Abuse and Rehabilitation,Subst Abuse Rehabil
"Substance Abuse Treatment, Prevention, and Policy",Subst Abuse Treat Prev Policy
Sultan Qaboos University Medical Journal,Sultan Qaboos Univ Med J
Summit on Translational Bioinformatics,Summit on Translat Bioinforma
Surgical Case Reports,Surg Case Rep
Surgical Infections,Surg Infect (Larchmt)
Surgical Neurology International,Surg Neurol Int
Surgery Research and Practice,Surg Res Pract
Systematic Biology,Syst Biol
Systematic Reviews,Syst Rev
Systems and Synthetic Biology,Syst Synth Biol
Tanaffos,Tanaffos
Telemedicine Journal and e-Health,Telemed J E Health
Texas Heart Institute Journal,Tex Heart Inst J
Theoretical Biology &#x0026; Medical Modelling,Theor Biol Med Model
Therapeutic Advances in Chronic Disease,Ther Adv Chronic Dis
Therapeutic Advances in Drug Safety,Ther Adv Drug Saf
Therapeutic Advances in Endocrinology and Metabolism,Ther Adv Endocrinol Metab
Therapeutic Advances in Hematology,Ther Adv Hematol
Therapeutic Advances in Infectious Disease,Ther Adv Infect Dis
Therapeutic Advances in Medical Oncology,Ther Adv Med Oncol
Therapeutic Advances in Musculoskeletal Disease,Ther Adv Musculoskelet Dis
Therapeutic Advances in Neurological Disorders,Ther Adv Neurol Disord
Therapeutic Advances in Psychopharmacology,Ther Adv Psychopharmacol
Therapeutic Advances in Urology,Ther Adv Urol
Therapeutic Advances in Vaccines,Ther Adv Vaccines
Therapeutics and Clinical Risk Management,Ther Clin Risk Manag
Therapeutic Hypothermia and Temperature Management,Ther Hypothermia Temp Manag
Theranostics,Theranostics
Therapeutic Advances in Gastroenterology,Therap Adv Gastroenterol
Thoracic Cancer,Thorac Cancer
The Thoracic and Cardiovascular Surgeon Reports,Thorac Cardiovasc Surg Rep
GMS Thoracic Surgical Science,Thorac Surg Sci
Thorax,Thorax
Thrombosis Journal,Thromb J
Thrombosis,Thrombosis
Thyroid,Thyroid
Thyroid Research,Thyroid Res
Tissue Barriers,Tissue Barriers
Tissue Engineering. Part A,Tissue Eng Part A
"Tissue Engineering. Part B, Reviews",Tissue Eng Part B Rev
"Tissue Engineering. Part C, Methods",Tissue Eng Part C Methods
Tobacco Control,Tob Control
Tobacco Induced Diseases,Tob Induc Dis
Tobacco Use Insights,Tob Use Insights
Topics in Spinal Cord Injury Rehabilitation,Top Spinal Cord Inj Rehabil
Toxicology International,Toxicol Int
Toxicological Research,Toxicol Res
Toxicological Sciences,Toxicol Sci
Toxins,Toxins (Basel)
Transactions of the American Climatological Association,Trans Am Climatol Assoc
Transactions of the Annual Meeting of the American Climatological Association,Trans Am Climatol Assoc Meet
Transactions of the American Climatological and Clinical Association,Trans Am Climatol Clin Assoc
Transactions of the American Clinical and Climatological Association,Trans Am Clin Climatol Assoc
Transactions of the American Ophthalmological Society,Trans Am Ophthalmol Soc
Transactions of the Royal Society of Tropical Medicine and Hygiene,Trans R Soc Trop Med Hyg
Transcription,Transcription
Transfusion Medicine and Hemotherapy,Transfus Med Hemother
Translational Behavioral Medicine,Transl Behav Med
Translational Lung Cancer Research,Transl Lung Cancer Res
Translational Medicine @ UniSa,Transl Med UniSa
Translational Neurodegeneration,Transl Neurodegener
Translational Oncogenomics,Transl Oncogenomics
Translational Oncology,Transl Oncol
Translational Psychiatry,Transl Psychiatry
Translational Respiratory Medicine,Transl Respir Med
Translational Vision Science &#x0026; Technology,Transl Vis Sci Technol
Transplantation Research,Transplant Res
Trauma Monthly,Trauma Mon
Tree Physiology,Tree Physiol
Tremor and Other Hyperkinetic Movements,Tremor Other Hyperkinet Mov (N Y)
Trends in Amplification,Trends Amplif
Trends in Hearing,Trends Hear
Trials,Trials
Tropical Life Sciences Research,Trop Life Sci Res
Tropical Medicine and Health,Trop Med Health
Tropical Parasitology,Trop Parasitol
Tuberculosis Research and Treatment,Tuberc Res Treat
Tuberculosis and Respiratory Diseases,Tuberc Respir Dis (Seoul)
Tumour Biology,Tumour Biol
Turkish Journal of Hematology,Turk J Haematol
Turkish Journal of Urology,Turk J Urol
Turkish Archives of Pediatrics/T&#x000fc;rk Pediatri Ar&#x0015f;ivi,Turk Pediatri Ars
The Ulster Medical Journal,Ulster Med J
Ultrasonography,Ultrasonography
Turkish Journal of Surgery/Ulusal cerrahi dergisi,Ulus Cerrahi Derg
United European Gastroenterology Journal,United European Gastroenterol J
Upsala Journal of Medical Sciences,Ups J Med Sci
Urology Annals,Urol Ann
Urologia Internationalis,Urol Int
Vaccines,Vaccines (Basel)
Vascular Cell,Vasc Cell
Vascular Health and Risk Management,Vasc Health Risk Manag
Vascular Specialist International,Vasc Specialist Int
VB News,VB News
Vector Borne and Zoonotic Diseases,Vector Borne Zoonotic Dis
Veterinary Medicine International,Vet Med Int
Veterinary Record Open,Vet Rec Open
Veterinary Research,Vet Res
Veterinary Research Forum,Vet Res Forum
Viral Immunology,Viral Immunol
Virology Journal,Virol J
Virology : Research and Treatment,Virology (Auckl)
Virulence,Virulence
VirusDisease,Virusdisease
Viruses,Viruses
Viszeralmedizin,Viszeralmedizin
Western Journal of Emergency Medicine,West J Emerg Med
The Western Journal of Medicine,West J Med
Western Pacific Surveillance and Response Journal : WPSAR,Western Pac Surveill Response J
Videosurgery and other Miniinvasive Techniques,Wideochir Inne Tech Maloinwazyjne
Weekly Abstract of Sanitary Reports,Wkly Abstr Sanit Rep
The World Allergy Organization Journal,World Allergy Organ J
World Journal of Biological Chemistry,World J Biol Chem
World Journal of Cardiology,World J Cardiol
World Journal of Clinical Cases,World J Clin Cases
World Journal of Clinical Oncology,World J Clin Oncol
World Journal of Clinical Pediatrics,World J Clin Pediatr
World Journal of Critical Care Medicine,World J Crit Care Med
World Journal of Diabetes,World J Diabetes
World Journal of Emergency Medicine,World J Emerg Med
World Journal of Emergency Surgery : WJES,World J Emerg Surg
World Journal of Experimental Medicine,World J Exp Med
World Journal of Gastroenterology,World J Gastroenterol
World Journal of Gastrointestinal Endoscopy,World J Gastrointest Endosc
World Journal of Gastrointestinal Oncology,World J Gastrointest Oncol
World Journal of Gastrointestinal Pathophysiology,World J Gastrointest Pathophysiol
World Journal of Gastrointestinal Pharmacology and Therapeutics,World J Gastrointest Pharmacol Ther
World Journal of Gastrointestinal Surgery,World J Gastrointest Surg
World Journal of Hepatology,World J Hepatol
The World Journal of Men's Health,World J Mens Health
World Journal of Methodology,World J Methodol
World Journal of Nephrology,World J Nephrol
World Journal of Nuclear Medicine,World J Nucl Med
World Journal of Orthopedics,World J Orthop
World Journal of Plastic Surgery,World J Plast Surg
World Journal of Psychiatry,World J Psychiatry
World Journal of Radiology,World J Radiol
World Journal of Stem Cells,World J Stem Cells
World Journal of Surgical Oncology,World J Surg Oncol
World Journal of Transplantation,World J Transplant
World Journal of Virology,World J Virol
World Psychiatry,World Psychiatry
Worm,Worm
The Yale Journal of Biology and Medicine,Yale J Biol Med
Yearbook of Medical Informatics,Yearb Med Inform
"Yeast (Chichester, England)",Yeast
Yonago Acta Medica,Yonago Acta Med
Yonsei Medical Journal,Yonsei Med J
Zebrafish,Zebrafish
ZooKeys,Zookeys
Zoological Letters,Zoological Lett
